state,yr,qtr,index_nsa,index_sa,Warning
KY,2009,3,188.78,187.47,
KY,2009,4,186.17,187.20,
KY,2010,1,184.31,186.75,
KY,2010,2,186.74,185.94,
KY,2010,3,187.28,185.87,
KY,2010,4,185.69,186.73,
KY,2011,1,181.10,183.61,
KY,2011,2,182.80,181.95,
KY,2011,3,184.31,182.90,
KY,2011,4,181.08,182.14,
KY,2012,1,182.54,185.12,
KY,2012,2,187.08,186.11,
KY,2012,3,186.55,185.11,
KY,2012,4,185.57,186.74,
KY,2013,1,185.16,187.79,
KY,2013,2,191.10,189.98,
KY,2013,3,194.01,192.56,
KY,2013,4,191.03,192.35,
KY,2014,1,189.22,191.82,
KY,2014,2,195.74,194.58,
KY,2014,3,197.00,195.51,
KY,2014,4,195.93,197.42,
KY,2015,1,197.82,200.39,
KY,2015,2,202.93,201.73,
KY,2015,3,204.86,203.38,
KY,2015,4,206.55,208.20,
KY,2016,1,206.53,208.99,
KY,2016,2,212.14,210.99,
KY,2016,3,215.64,214.13,
KY,2016,4,215.05,216.81,
KY,2017,1,218.38,220.80,
KY,2017,2,226.16,225.02,
KY,2017,3,230.66,229.15,
KY,2017,4,229.39,231.24,
KY,2018,1,232.65,235.09,
KY,2018,2,238.75,237.63,
KY,2018,3,241.00,239.45,
KY,2018,4,242.75,244.68,
LA,1991,1,100.00,100.00,
LA,1991,2,102.57,101.94,
LA,1991,3,104.29,103.54,
LA,1991,4,104.70,104.24,
LA,1992,1,105.67,105.68,
LA,1992,2,107.74,107.05,
LA,1992,3,109.16,108.37,
LA,1992,4,110.92,110.47,
LA,1993,1,111.61,111.60,
LA,1993,2,113.61,112.83,
LA,1993,3,116.16,115.36,
LA,1993,4,118.54,118.12,
LA,1994,1,120.17,120.13,
LA,1994,2,122.60,121.71,
LA,1994,3,124.09,123.27,
LA,1994,4,122.52,122.15,
LA,1995,1,123.94,123.82,
LA,1995,2,127.42,126.48,
LA,1995,3,129.12,128.28,
LA,1995,4,130.26,129.92,
LA,1996,1,132.23,132.08,
LA,1996,2,133.95,132.95,
LA,1996,3,134.80,133.88,
LA,1996,4,135.85,135.58,
LA,1997,1,137.19,137.00,
LA,1997,2,138.87,137.83,
LA,1997,3,139.77,138.76,
LA,1997,4,140.72,140.50,
LA,1998,1,142.67,142.46,
LA,1998,2,145.03,143.97,
LA,1998,3,147.43,146.29,
LA,1998,4,148.39,148.21,
LA,1999,1,148.71,148.51,
LA,1999,2,151.19,150.09,
LA,1999,3,152.98,151.74,
LA,1999,4,152.50,152.34,
LA,2000,1,154.45,154.25,
LA,2000,2,157.29,156.17,
LA,2000,3,158.00,156.68,
LA,2000,4,157.24,157.08,
LA,2001,1,159.15,158.93,
LA,2001,2,161.51,160.39,
LA,2001,3,163.65,162.30,
LA,2001,4,164.98,164.79,
LA,2002,1,164.69,164.40,
LA,2002,2,168.51,167.40,
LA,2002,3,170.46,169.11,
LA,2002,4,171.73,171.47,
LA,2003,1,174.55,174.20,
LA,2003,2,176.36,175.25,
LA,2003,3,179.70,178.34,
LA,2003,4,181.54,181.20,
LA,2004,1,183.83,183.40,
LA,2004,2,188.28,187.16,
LA,2004,3,191.14,189.70,
LA,2004,4,192.53,192.16,
LA,2005,1,195.38,194.95,
LA,2005,2,200.08,198.84,
LA,2005,3,203.63,202.08,
LA,2005,4,213.45,213.12,
LA,2006,1,218.94,218.51,
LA,2006,2,224.25,222.71,
LA,2006,3,228.64,226.90,
LA,2006,4,230.65,230.36,
LA,2007,1,233.35,233.06,
LA,2007,2,236.52,234.68,
LA,2007,3,238.17,236.30,
LA,2007,4,235.29,235.01,
LA,2008,1,233.92,233.91,
LA,2008,2,234.56,232.55,
LA,2008,3,231.75,229.84,
LA,2008,4,228.55,228.17,
LA,2009,1,228.78,229.18,
LA,2009,2,231.01,228.84,
LA,2009,3,228.85,226.85,
LA,2009,4,228.25,227.79,
LA,2010,1,227.00,227.73,
LA,2010,2,229.69,227.38,
LA,2010,3,229.73,227.72,
LA,2010,4,225.41,224.84,
LA,2011,1,220.38,221.24,
LA,2011,2,224.03,221.78,
LA,2011,3,224.31,222.29,
LA,2011,4,223.87,223.31,
LA,2012,1,221.58,222.39,
LA,2012,2,227.70,225.48,
LA,2012,3,230.43,228.35,
LA,2012,4,229.30,228.80,
LA,2013,1,234.75,235.36,
LA,2013,2,239.04,236.86,
LA,2013,3,238.25,236.10,
LA,2013,4,240.05,239.77,
LA,2014,1,240.14,240.35,
LA,2014,2,243.78,241.67,
LA,2014,3,247.64,245.53,
LA,2014,4,247.06,246.93,
LA,2015,1,249.83,249.64,
LA,2015,2,254.35,252.28,
LA,2015,3,257.15,255.06,
LA,2015,4,256.77,256.74,
LA,2016,1,260.65,260.19,
LA,2016,2,263.11,261.00,
LA,2016,3,263.60,261.61,
LA,2016,4,268.69,268.66,
LA,2017,1,266.78,266.18,
LA,2017,2,273.65,271.44,
LA,2017,3,276.30,274.36,
LA,2017,4,275.68,275.59,
LA,2018,1,278.06,277.39,
LA,2018,2,280.78,278.46,
LA,2018,3,280.12,278.31,
LA,2018,4,280.82,280.65,
MA,1991,1,100.00,100.00,
MA,1991,2,98.69,98.00,
MA,1991,3,97.46,96.94,
MA,1991,4,98.15,97.38,
MA,1992,1,98.54,98.63,
MA,1992,2,96.49,95.78,
MA,1992,3,96.96,96.34,
MA,1992,4,97.23,96.54,
MA,1993,1,94.75,94.95,
MA,1993,2,96.97,96.18,
MA,1993,3,97.33,96.54,
MA,1993,4,96.89,96.36,
MA,1994,1,96.74,96.99,
MA,1994,2,98.08,97.25,
MA,1994,3,98.41,97.47,
MA,1994,4,98.35,97.93,
MA,1995,1,98.05,98.36,
MA,1995,2,99.54,98.66,
MA,1995,3,100.39,99.32,
MA,1995,4,100.28,99.94,
MA,1996,1,100.86,101.24,
MA,1996,2,103.17,102.23,
MA,1996,3,104.39,103.19,
MA,1996,4,104.86,104.52,
MA,1997,1,104.29,104.83,
MA,1997,2,107.98,106.93,
MA,1997,3,109.61,108.21,
MA,1997,4,110.82,110.53,
MA,1998,1,112.16,112.85,
MA,1998,2,116.88,115.71,
MA,1998,3,120.40,118.71,
MA,1998,4,121.60,121.39,
MA,1999,1,123.94,124.75,
MA,1999,2,129.78,128.49,
MA,1999,3,134.45,132.43,
MA,1999,4,136.40,136.25,
MA,2000,1,139.92,140.86,
MA,2000,2,147.77,146.36,
MA,2000,3,153.23,150.83,
MA,2000,4,156.95,156.75,
MA,2001,1,161.75,162.87,
MA,2001,2,169.44,167.90,
MA,2001,3,175.71,172.91,
MA,2001,4,177.81,177.51,
MA,2002,1,181.45,182.73,
MA,2002,2,191.07,189.39,
MA,2002,3,199.75,196.58,
MA,2002,4,202.68,202.31,
MA,2003,1,204.85,206.20,
MA,2003,2,212.85,210.93,
MA,2003,3,218.24,214.94,
MA,2003,4,223.29,223.04,
MA,2004,1,226.32,227.48,
MA,2004,2,234.69,232.50,
MA,2004,3,241.53,238.16,
MA,2004,4,243.11,243.07,
MA,2005,1,246.40,247.26,
MA,2005,2,253.48,250.88,
MA,2005,3,255.30,252.18,
MA,2005,4,251.71,251.87,
MA,2006,1,250.13,250.49,
MA,2006,2,249.00,246.38,
MA,2006,3,246.09,243.50,
MA,2006,4,240.51,240.65,
MA,2007,1,238.58,238.65,
MA,2007,2,241.12,238.50,
MA,2007,3,237.40,235.34,
MA,2007,4,231.83,231.76,
MA,2008,1,229.50,229.38,
MA,2008,2,224.69,222.38,
MA,2008,3,220.86,219.12,
MA,2008,4,218.05,217.63,
MA,2009,1,219.86,220.01,
MA,2009,2,218.38,216.13,
MA,2009,3,217.09,215.32,
MA,2009,4,216.44,215.71,
MA,2010,1,214.76,215.46,
MA,2010,2,216.79,214.51,
MA,2010,3,215.25,213.10,
MA,2010,4,213.98,213.15,
MA,2011,1,208.19,209.57,
MA,2011,2,211.93,209.48,
MA,2011,3,211.17,208.53,
MA,2011,4,208.18,207.56,
MA,2012,1,205.57,207.48,
MA,2012,2,211.00,208.32,
MA,2012,3,213.39,210.18,
MA,2012,4,212.92,212.66,
MA,2013,1,213.73,216.10,
MA,2013,2,222.48,219.33,
MA,2013,3,226.08,222.35,
MA,2013,4,224.44,224.59,
MA,2014,1,222.22,224.84,
MA,2014,2,233.54,229.87,
MA,2014,3,235.73,231.80,
MA,2014,4,232.83,233.29,
MA,2015,1,232.77,235.53,
MA,2015,2,243.02,238.81,
MA,2015,3,244.78,240.92,
MA,2015,4,243.16,243.86,
MA,2016,1,244.96,247.66,
MA,2016,2,254.94,250.25,
MA,2016,3,258.15,254.44,
MA,2016,4,258.56,259.40,
MA,2017,1,260.47,263.10,
MA,2017,2,273.83,268.59,
MA,2017,3,276.90,273.30,
MA,2017,4,275.35,276.34,
MA,2018,1,279.72,282.21,
MA,2018,2,290.84,285.20,
MA,2018,3,291.74,288.25,
MA,2018,4,292.70,293.74,
MD,1991,1,100.00,100.00,
MD,1991,2,101.20,100.17,
MD,1991,3,100.61,99.68,
MD,1991,4,102.16,101.06,
MD,1992,1,102.94,102.90,
MD,1992,2,101.45,100.44,
MD,1992,3,103.16,102.17,
MD,1992,4,103.22,102.18,
MD,1993,1,101.32,101.19,
MD,1993,2,102.28,101.33,
MD,1993,3,103.01,101.96,
MD,1993,4,102.79,101.87,
MD,1994,1,102.35,102.09,
MD,1994,2,103.69,102.79,
MD,1994,3,102.93,101.82,
MD,1994,4,102.16,101.39,
MD,1995,1,101.76,101.36,
MD,1995,2,101.65,100.80,
MD,1995,3,103.09,101.98,
MD,1995,4,102.63,101.97,
MD,1996,1,102.99,102.45,
MD,1996,2,103.13,102.28,
MD,1996,3,103.45,102.36,
MD,1996,4,102.82,102.20,
MD,1997,1,103.38,102.80,
MD,1997,2,103.11,102.21,
MD,1997,3,103.55,102.49,
MD,1997,4,104.26,103.65,
MD,1998,1,104.97,104.45,
MD,1998,2,105.88,104.88,
MD,1998,3,106.59,105.47,
MD,1998,4,107.62,106.99,
MD,1999,1,109.35,108.98,
MD,1999,2,111.52,110.34,
MD,1999,3,112.76,111.48,
MD,1999,4,114.24,113.60,
MD,2000,1,115.15,114.96,
MD,2000,2,119.35,118.01,
MD,2000,3,121.79,120.22,
MD,2000,4,122.56,121.92,
MD,2001,1,125.35,125.38,
MD,2001,2,130.43,128.90,
MD,2001,3,134.24,132.25,
MD,2001,4,136.91,136.31,
MD,2002,1,140.06,140.27,
MD,2002,2,146.87,145.11,
MD,2002,3,153.08,150.59,
MD,2002,4,157.29,156.74,
MD,2003,1,159.00,159.35,
MD,2003,2,168.08,165.96,
MD,2003,3,175.67,172.71,
MD,2003,4,180.01,179.55,
MD,2004,1,186.74,187.11,
MD,2004,2,198.18,195.53,
MD,2004,3,208.97,205.59,
MD,2004,4,215.13,214.65,
MD,2005,1,224.90,225.19,
MD,2005,2,240.31,237.00,
MD,2005,3,251.34,247.46,
MD,2005,4,255.01,254.61,
MD,2006,1,259.76,259.78,
MD,2006,2,267.77,264.11,
MD,2006,3,266.89,262.88,
MD,2006,4,265.83,265.57,
MD,2007,1,269.33,269.13,
MD,2007,2,271.88,268.11,
MD,2007,3,267.35,263.43,
MD,2007,4,260.89,260.68,
MD,2008,1,249.44,249.26,
MD,2008,2,240.37,236.96,
MD,2008,3,235.31,231.87,
MD,2008,4,220.95,220.66,
MD,2009,1,221.82,222.03,
MD,2009,2,220.87,217.47,
MD,2009,3,219.54,216.29,
MD,2009,4,211.66,211.27,
MD,2010,1,211.56,212.27,
MD,2010,2,215.04,211.37,
MD,2010,3,209.12,205.93,
MD,2010,4,206.69,206.25,
MD,2011,1,199.52,200.80,
MD,2011,2,202.66,198.64,
MD,2011,3,202.44,199.48,
MD,2011,4,199.69,199.13,
MD,2012,1,196.20,197.96,
MD,2012,2,209.12,204.49,
MD,2012,3,207.54,204.59,
MD,2012,4,208.00,207.43,
MD,2013,1,209.26,211.44,
MD,2013,2,219.18,213.92,
MD,2013,3,219.99,216.97,
MD,2013,4,218.92,218.45,
MD,2014,1,216.44,218.66,
MD,2014,2,225.47,219.95,
MD,2014,3,221.87,218.75,
MD,2014,4,220.88,220.78,
MD,2015,1,218.41,220.32,
MD,2015,2,228.25,222.66,
MD,2015,3,227.88,224.78,
MD,2015,4,223.99,224.08,
MD,2016,1,227.31,228.92,
MD,2016,2,237.01,231.38,
MD,2016,3,233.67,230.42,
MD,2016,4,237.03,237.40,
MD,2017,1,236.83,238.14,
MD,2017,2,245.99,240.32,
MD,2017,3,247.91,244.47,
MD,2017,4,245.96,246.46,
MD,2018,1,250.07,251.21,
MD,2018,2,256.15,250.37,
MD,2018,3,255.09,251.52,
MD,2018,4,252.66,253.21,
ME,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1991,2,100.14,101.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1991,3,100.74,100.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1991,4,99.67,101.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1992,1,101.87,101.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1992,2,98.64,99.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1992,3,100.00,100.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1992,4,99.96,101.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1993,1,94.74,94.91,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1993,2,99.04,99.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1993,3,97.33,97.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1993,4,96.60,98.01,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1994,1,97.99,98.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1994,2,98.14,98.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1994,3,97.36,97.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1994,4,95.72,97.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1995,1,96.72,97.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1995,2,98.10,98.49,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1995,3,98.60,98.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1995,4,97.05,98.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1996,1,100.64,101.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1996,2,100.59,100.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1996,3,102.29,102.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1996,4,100.57,101.51,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1997,1,100.87,101.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1997,2,102.37,102.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1997,3,102.54,102.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1997,4,105.24,105.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1998,1,105.29,106.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1998,2,107.85,108.04,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1998,3,108.75,109.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1998,4,112.27,112.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1999,1,112.17,113.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1999,2,115.96,116.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1999,3,118.52,118.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,1999,4,120.56,121.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2000,1,120.61,122.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2000,2,127.09,127.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2000,3,129.61,129.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2000,4,132.12,133.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2001,1,135.32,137.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2001,2,139.64,140.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2001,3,145.15,145.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2001,4,145.97,147.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2002,1,150.67,152.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2002,2,156.70,157.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2002,3,161.95,161.89,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2002,4,164.27,165.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2003,1,168.66,170.52,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2003,2,173.05,173.66,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2003,3,177.46,177.40,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2003,4,184.60,186.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2004,1,184.09,186.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2004,2,193.74,194.45,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2004,3,199.64,199.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2004,4,201.85,203.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2005,1,207.52,209.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2005,2,213.78,214.52,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2005,3,217.91,218.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2005,4,218.56,220.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2006,1,217.84,220.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2006,2,218.75,219.45,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2006,3,219.27,219.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2006,4,217.76,219.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2007,1,217.19,219.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2007,2,219.99,220.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2007,3,218.92,219.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2007,4,219.13,220.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2008,1,214.77,217.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2008,2,214.48,215.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2008,3,214.00,214.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2008,4,204.70,205.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2009,1,209.12,211.46,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2009,2,209.59,210.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2009,3,204.88,205.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2009,4,203.45,204.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2010,1,202.06,204.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2010,2,198.27,199.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2010,3,202.61,202.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2010,4,200.45,201.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2011,1,195.36,197.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2011,2,194.51,196.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2011,3,198.32,198.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2011,4,197.81,198.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2012,1,192.44,194.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2012,2,194.36,196.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2012,3,193.92,193.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2012,4,198.39,199.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2013,1,200.58,203.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2013,2,200.33,202.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2013,3,203.12,202.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2013,4,199.49,200.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2014,1,201.78,204.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2014,2,204.19,205.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2014,3,209.17,208.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2014,4,204.58,205.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2015,1,204.04,207.28,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2015,2,213.65,215.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME,2015,3,212.95,212.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
